Employee_ID,Month_Label,Department,Team,Workload_Units,Completed_Units,Productive_Hours,Available_Hours,Productivity_Percentage,Capacity_Utilization_Percentage,Month,OT_Hours,OT_Productivity_Status
E0068,2026-04,Sales,SAL-C,45,27,91.4,160,60.0,57.12,2026-04,4.37,Normal OT
E0068,2026-05,Sales,SAL-C,44,30,104.8,160,68.18,65.5,2026-05,6.27,Normal OT
E0068,2026-06,Sales,SAL-C,49,30,111.7,160,61.22,69.81,2026-06,5.05,Normal OT
E0068,2026-07,Sales,SAL-C,51,38,141.6,160,74.51,88.5,2026-07,2.75,Normal OT
E0068,2026-08,Sales,SAL-C,48,34,125.1,160,70.83,78.19,2026-08,4.56,Normal OT
E0069,2026-01,Quality,QUA-B,103,103,138.6,160,100.0,86.62,2026-01,3.99,Normal OT
E0069,2026-02,Quality,QUA-B,109,106,154.9,160,97.25,96.81,2026-02,5.35,Normal OT
E0069,2026-03,Quality,QUA-B,101,94,140.4,160,93.07,87.75,2026-03,7.64,Normal OT
E0069,2026-04,Quality,QUA-B,106,98,130.7,160,92.45,81.69,2026-04,6.79,Normal OT
E0069,2026-05,Quality,QUA-B,119,111,167.6,160,93.28,104.75,2026-05,11.47,High OT - High Productivity
E0069,2026-06,Quality,QUA-B,110,103,148.6,160,93.64,92.88,2026-06,7.25,Normal OT
E0069,2026-07,Quality,QUA-B,109,106,160.1,160,97.25,100.06,2026-07,1.55,Normal OT
E0069,2026-08,Quality,QUA-B,119,101,144.3,160,84.87,90.19,2026-08,6.21,Normal OT
E0070,2026-08,Technology,TEC-B,109,51,114.1,160,46.79,71.31,2026-08,5.27,Normal OT
E0071,2026-01,Sales,SAL-B,39,38,140.1,160,97.44,87.56,2026-01,6.34,Normal OT
E0071,2026-02,Sales,SAL-B,46,39,132.7,160,84.78,82.94,2026-02,2.66,Normal OT
E0071,2026-03,Sales,SAL-B,43,39,146.2,160,90.7,91.38,2026-03,2.32,Normal OT
E0071,2026-04,Sales,SAL-B,48,39,137.2,160,81.25,85.75,2026-04,4.03,Normal OT
E0071,2026-05,Sales,SAL-B,49,38,138.8,160,77.55,86.75,2026-05,7.4,Normal OT
E0071,2026-06,Sales,SAL-B,51,41,147.8,160,80.39,92.38,2026-06,3.3,Normal OT
E0071,2026-07,Sales,SAL-B,49,35,126.5,160,71.43,79.06,2026-07,1.87,Normal OT
E0071,2026-08,Sales,SAL-B,51,39,133.1,160,76.47,83.19,2026-08,1.34,Normal OT
E0072,2026-03,Operations,OPS-B,135,79,97.9,160,58.52,61.19,2026-03,1.41,Normal OT
E0072,2026-04,Operations,OPS-B,125,88,103.3,160,70.4,64.56,2026-04,1.15,Normal OT
E0072,2026-05,Operations,OPS-B,132,92,119.8,160,69.7,74.88,2026-05,6.09,Normal OT
E0072,2026-06,Operations,OPS-B,148,101,125.4,160,68.24,78.38,2026-06,14.86,High OT - Low Productivity - Inefficiency Risk
E0072,2026-07,Operations,OPS-B,161,108,138.1,160,67.08,86.31,2026-07,9.71,High OT - Low Productivity - Inefficiency Risk
E0072,2026-08,Operations,OPS-B,150,91,120.1,160,60.67,75.06,2026-08,1.82,Normal OT
E0073,2026-01,Customer Support,SUP-C,170,140,140.5,160,82.35,87.81,2026-01,2.8,Normal OT
E0073,2026-02,Customer Support,SUP-C,166,158,152.1,160,95.18,95.06,2026-02,9.84,High OT - High Productivity
E0073,2026-03,Customer Support,SUP-C,168,163,150.0,160,97.02,93.75,2026-03,8.85,Normal OT
E0073,2026-04,Customer Support,SUP-C,152,134,129.3,160,88.16,80.81,2026-04,3.66,Normal OT
E0073,2026-05,Customer Support,SUP-C,171,147,138.6,160,85.96,86.62,2026-05,8.94,Normal OT
E0073,2026-06,Customer Support,SUP-C,158,161,147.2,160,101.9,92.0,2026-06,7.66,Normal OT
E0073,2026-07,Customer Support,SUP-C,157,142,143.0,160,90.45,89.38,2026-07,3.97,Normal OT
E0073,2026-08,Customer Support,SUP-C,171,139,140.7,160,81.29,87.94,2026-08,10.3,High OT - Low Productivity - Inefficiency Risk
E0074,2026-01,Sales,SAL-A,46,38,138.8,160,82.61,86.75,,0.0,Normal OT
E0074,2026-02,Sales,SAL-A,42,42,158.7,160,100.0,99.19,2026-02,8.65,Normal OT
E0074,2026-03,Sales,SAL-A,45,42,144.3,160,93.33,90.19,2026-03,1.98,Normal OT
E0074,2026-04,Sales,SAL-A,47,39,144.6,160,82.98,90.38,2026-04,4.62,Normal OT
E0074,2026-05,Sales,SAL-A,50,35,120.5,160,70.0,75.31,,0.0,Normal OT
E0074,2026-06,Sales,SAL-A,48,36,124.4,160,75.0,77.75,2026-06,2.12,Normal OT
E0074,2026-07,Sales,SAL-A,50,41,150.7,160,82.0,94.19,2026-07,1.92,Normal OT
E0075,2026-01,Sales,SAL-A,45,41,146.8,160,91.11,91.75,2026-01,2.42,Normal OT
E0075,2026-02,Sales,SAL-A,44,42,149.9,160,95.45,93.69,2026-02,3.89,Normal OT
E0075,2026-03,Sales,SAL-A,43,41,141.1,160,95.35,88.19,2026-03,4.93,Normal OT
E0075,2026-04,Sales,SAL-A,47,40,144.7,160,85.11,90.44,2026-04,8.25,Normal OT
E0075,2026-05,Sales,SAL-A,46,42,140.4,160,91.3,87.75,2026-05,1.13,Normal OT
E0075,2026-06,Sales,SAL-A,49,42,146.5,160,85.71,91.56,2026-06,4.63,Normal OT
E0075,2026-07,Sales,SAL-A,51,36,133.6,160,70.59,83.5,,0.0,Normal OT
E0076,2026-01,Sales,SAL-B,40,37,129.4,160,92.5,80.88,2026-01,4.08,Normal OT
E0076,2026-02,Sales,SAL-B,45,40,139.7,160,88.89,87.31,2026-02,7.49,Normal OT
E0076,2026-03,Sales,SAL-B,46,37,139.3,160,80.43,87.06,2026-03,2.55,Normal OT
E0076,2026-04,Sales,SAL-B,44,39,132.6,160,88.64,82.88,2026-04,2.38,Normal OT
E0076,2026-05,Sales,SAL-B,43,39,145.1,160,90.7,90.69,2026-05,6.39,Normal OT
E0076,2026-06,Sales,SAL-B,44,35,122.1,160,79.55,76.31,2026-06,3.07,Normal OT
E0076,2026-07,Sales,SAL-B,52,35,119.4,160,67.31,74.63,2026-07,3.28,Normal OT
E0076,2026-08,Sales,SAL-B,48,34,124.3,160,70.83,77.69,2026-08,11.67,High OT - Low Productivity - Inefficiency Risk
E0077,2026-01,Marketing,MKT-A,88,76,132.5,160,86.36,82.81,2026-01,1.73,Normal OT
E0077,2026-02,Marketing,MKT-A,88,73,128.7,160,82.95,80.44,2026-02,5.95,Normal OT
E0077,2026-03,Marketing,MKT-A,78,75,145.4,160,96.15,90.88,2026-03,1.83,Normal OT
E0077,2026-04,Marketing,MKT-A,92,79,144.2,160,85.87,90.12,2026-04,2.23,Normal OT
E0077,2026-05,Marketing,MKT-A,95,88,160.8,160,92.63,100.5,,0.0,Normal OT
E0078,2026-01,Technology,TEC-B,70,67,143.0,160,95.71,89.38,2026-01,13.13,High OT - High Productivity
E0078,2026-02,Technology,TEC-B,73,66,139.1,160,90.41,86.94,2026-02,9.13,High OT - High Productivity
E0078,2026-03,Technology,TEC-B,77,73,165.2,160,94.81,103.25,2026-03,2.76,Normal OT
E0078,2026-04,Technology,TEC-B,77,67,137.6,160,87.01,86.0,2026-04,10.24,High OT - Low Productivity - Inefficiency Risk
E0078,2026-05,Technology,TEC-B,91,75,159.9,160,82.42,99.94,2026-05,1.12,Normal OT
E0078,2026-06,Technology,TEC-B,88,74,157.1,160,84.09,98.19,2026-06,15.32,High OT - Low Productivity - Inefficiency Risk
E0078,2026-07,Technology,TEC-B,104,79,160.3,160,75.96,100.19,2026-07,4.48,Normal OT
E0078,2026-08,Technology,TEC-B,107,72,148.5,160,67.29,92.81,2026-08,15.13,High OT - Low Productivity - Inefficiency Risk
E0079,2026-01,Technology,TEC-A,77,71,142.7,160,92.21,89.19,2026-01,7.23,Normal OT
E0079,2026-02,Technology,TEC-A,72,74,156.5,160,102.78,97.81,2026-02,7.75,Normal OT
E0079,2026-03,Technology,TEC-A,72,69,146.8,160,95.83,91.75,2026-03,7.9,Normal OT
E0079,2026-04,Technology,TEC-A,77,72,152.1,160,93.51,95.06,2026-04,12.42,High OT - High Productivity
E0079,2026-05,Technology,TEC-A,80,64,131.2,160,80.0,82.0,2026-05,7.45,Normal OT
E0079,2026-06,Technology,TEC-A,95,76,155.7,160,80.0,97.31,2026-06,8.48,Normal OT
E0079,2026-07,Technology,TEC-A,89,66,139.7,160,74.16,87.31,2026-07,14.96,High OT - Low Productivity - Inefficiency Risk
E0079,2026-08,Technology,TEC-A,107,66,136.2,160,61.68,85.12,2026-08,12.33,High OT - Low Productivity - Inefficiency Risk
E0080,2026-01,Operations,OPS-B,120,108,141.1,160,90.0,88.19,2026-01,8.08,Normal OT
E0080,2026-02,Operations,OPS-B,115,113,140.9,160,98.26,88.06,2026-02,14.13,High OT - High Productivity
E0080,2026-03,Operations,OPS-B,139,112,139.5,160,80.58,87.19,2026-03,2.64,Normal OT
E0080,2026-04,Operations,OPS-B,126,113,141.0,160,89.68,88.12,2026-04,10.93,High OT - High Productivity
E0080,2026-05,Operations,OPS-B,127,107,126.5,160,84.25,79.06,2026-05,2.59,Normal OT
E0080,2026-06,Operations,OPS-B,137,97,125.1,160,70.8,78.19,2026-06,6.64,Normal OT
E0080,2026-07,Operations,OPS-B,159,103,125.0,160,64.78,78.12,2026-07,10.08,High OT - Low Productivity - Inefficiency Risk
E0080,2026-08,Operations,OPS-B,151,94,115.3,160,62.25,72.06,2026-08,7.52,Normal OT
