Employee_ID,Month_Label,Department,Team,Manager,Workload_Units,Completed_Units,Productive_Hours,Available_Hours,Average_Quality_Score,Revenue_Contribution,Productivity_Percentage,Capacity_Utilization_Percentage,Monthly_Productivity_Change
E0063,2026-04,Operations,OPS-C,Operations Manager 2,130,116,153.1,160,90.47,2083.63,89.23,95.69,-8.39
E0063,2026-05,Operations,OPS-C,Operations Manager 2,127,113,147.3,160,94.92,2093.89,88.98,92.06,-0.25
E0063,2026-06,Operations,OPS-C,Operations Manager 2,153,98,120.4,160,89.15,1746.21,64.05,75.25,-24.93
E0063,2026-07,Operations,OPS-C,Operations Manager 2,135,114,139.2,160,90.64,2005.42,84.44,87.0,20.39
E0063,2026-08,Operations,OPS-C,Operations Manager 2,160,102,131.2,160,94.14,1892.98,63.75,82.0,-20.69
E0064,2026-01,Technology,TEC-B,Technology Manager 2,74,69,154.0,160,97.98,6290.51,93.24,96.25,
E0064,2026-02,Technology,TEC-B,Technology Manager 2,80,74,162.1,160,92.55,6936.44,92.5,101.31,-0.74
E0064,2026-03,Technology,TEC-B,Technology Manager 2,81,63,137.6,160,90.57,5846.32,77.78,86.0,-14.72
E0064,2026-04,Technology,TEC-B,Technology Manager 2,80,70,155.6,160,87.03,6489.79,87.5,97.25,9.72
E0064,2026-05,Technology,TEC-B,Technology Manager 2,89,72,156.3,160,92.48,6655.15,80.9,97.69,-6.6
E0064,2026-06,Technology,TEC-B,Technology Manager 2,88,73,161.7,160,94.41,7283.25,82.95,101.06,2.05
E0064,2026-07,Technology,TEC-B,Technology Manager 2,96,66,144.6,160,89.67,6062.88,68.75,90.38,-14.2
E0064,2026-08,Technology,TEC-B,Technology Manager 2,93,71,153.5,160,94.5,6503.44,76.34,95.94,7.59
E0065,2026-01,Operations,OPS-B,Operations Manager 3,132,128,151.5,160,88.69,2215.7,96.97,94.69,
E0065,2026-02,Operations,OPS-B,Operations Manager 3,126,110,139.9,160,87.58,2103.92,87.3,87.44,-9.67
E0065,2026-03,Operations,OPS-B,Operations Manager 3,141,127,148.3,160,85.53,2351.05,90.07,92.69,2.77
E0065,2026-04,Operations,OPS-B,Operations Manager 3,139,105,124.6,160,88.14,1930.48,75.54,77.88,-14.53
E0065,2026-05,Operations,OPS-B,Operations Manager 3,130,101,126.5,160,90.2,1934.82,77.69,79.06,2.15
E0065,2026-06,Operations,OPS-B,Operations Manager 3,157,105,123.0,160,92.2,2011.23,66.88,76.88,-10.81
E0065,2026-07,Operations,OPS-B,Operations Manager 3,160,114,148.8,160,88.12,2069.2,71.25,93.0,4.37
E0065,2026-08,Operations,OPS-B,Operations Manager 3,163,107,126.4,160,93.26,1850.78,65.64,79.0,-5.61
E0066,2026-01,Customer Support,SUP-B,Customer Manager 3,146,135,127.4,160,91.83,1604.13,92.47,79.62,
E0066,2026-02,Customer Support,SUP-B,Customer Manager 3,164,145,139.5,160,90.54,1841.98,88.41,87.19,-4.06
E0066,2026-03,Customer Support,SUP-B,Customer Manager 3,178,156,143.9,160,97.2,1800.74,87.64,89.94,-0.77
E0066,2026-04,Customer Support,SUP-B,Customer Manager 3,151,140,129.9,160,82.92,1627.05,92.72,81.19,5.08
E0066,2026-05,Customer Support,SUP-B,Customer Manager 3,166,158,151.6,160,91.55,1826.72,95.18,94.75,2.46
E0066,2026-06,Customer Support,SUP-B,Customer Manager 3,170,150,140.6,160,91.72,1815.72,88.24,87.87,-6.94
E0066,2026-07,Customer Support,SUP-B,Customer Manager 3,178,160,153.3,160,87.96,1867.92,89.89,95.81,1.65
E0066,2026-08,Customer Support,SUP-B,Customer Manager 3,183,171,163.8,160,92.65,2006.58,93.44,102.38,3.55
E0067,2026-01,Operations,OPS-A,Operations Manager 1,119,109,144.1,160,91.94,1932.81,91.6,90.06,
E0067,2026-02,Operations,OPS-A,Operations Manager 1,135,112,137.2,160,93.54,2128.76,82.96,85.75,-8.64
E0067,2026-03,Operations,OPS-A,Operations Manager 1,144,111,131.8,160,95.15,2017.57,77.08,82.38,-5.88
E0067,2026-04,Operations,OPS-A,Operations Manager 1,137,114,151.1,160,90.72,2120.49,83.21,94.44,6.13
E0067,2026-05,Operations,OPS-A,Operations Manager 1,128,104,125.2,160,93.78,2002.45,81.25,78.25,-1.96
E0067,2026-06,Operations,OPS-A,Operations Manager 1,153,111,139.9,160,87.44,2054.56,72.55,87.44,-8.7
E0067,2026-07,Operations,OPS-A,Operations Manager 1,155,97,116.1,160,84.93,1680.66,62.58,72.56,-9.97
E0067,2026-08,Operations,OPS-A,Operations Manager 1,164,102,135.6,160,92.37,1750.72,62.2,84.75,-0.38
E0068,2026-03,Sales,SAL-C,Sales Manager 2,42,29,109.9,160,90.06,6216.88,69.05,68.69,
E0068,2026-04,Sales,SAL-C,Sales Manager 2,45,27,91.4,160,87.19,6191.68,60.0,57.12,-9.05
E0068,2026-05,Sales,SAL-C,Sales Manager 2,44,30,104.8,160,85.25,6869.12,68.18,65.5,8.18
E0068,2026-06,Sales,SAL-C,Sales Manager 2,49,30,111.7,160,91.14,6900.97,61.22,69.81,-6.96
E0068,2026-07,Sales,SAL-C,Sales Manager 2,51,38,141.6,160,87.25,8164.29,74.51,88.5,13.29
E0068,2026-08,Sales,SAL-C,Sales Manager 2,48,34,125.1,160,86.83,7263.11,70.83,78.19,-3.68
E0069,2026-01,Quality,QUA-B,Quality Manager 2,103,103,138.6,160,89.91,2609.34,100.0,86.62,
E0069,2026-02,Quality,QUA-B,Quality Manager 2,109,106,154.9,160,94.33,2541.76,97.25,96.81,-2.75
E0069,2026-03,Quality,QUA-B,Quality Manager 2,101,94,140.4,160,88.59,2174.93,93.07,87.75,-4.18
E0069,2026-04,Quality,QUA-B,Quality Manager 2,106,98,130.7,160,96.24,2390.4,92.45,81.69,-0.62
E0069,2026-05,Quality,QUA-B,Quality Manager 2,119,111,167.6,160,85.34,2732.76,93.28,104.75,0.83
E0069,2026-06,Quality,QUA-B,Quality Manager 2,110,103,148.6,160,95.14,2348.85,93.64,92.88,0.36
E0069,2026-07,Quality,QUA-B,Quality Manager 2,109,106,160.1,160,99.39,2664.21,97.25,100.06,3.61
E0069,2026-08,Quality,QUA-B,Quality Manager 2,119,101,144.3,160,97.49,2364.46,84.87,90.19,-12.38
E0070,2026-08,Technology,TEC-B,Technology Manager 2,109,51,114.1,160,91.62,5163.41,46.79,71.31,
E0071,2026-01,Sales,SAL-B,Sales Manager 2,39,38,140.1,160,90.78,8333.48,97.44,87.56,
E0071,2026-02,Sales,SAL-B,Sales Manager 2,46,39,132.7,160,89.46,8561.16,84.78,82.94,-12.66
E0071,2026-03,Sales,SAL-B,Sales Manager 2,43,39,146.2,160,90.13,8537.29,90.7,91.38,5.92
E0071,2026-04,Sales,SAL-B,Sales Manager 2,48,39,137.2,160,89.8,9135.43,81.25,85.75,-9.45
E0071,2026-05,Sales,SAL-B,Sales Manager 2,49,38,138.8,160,86.59,8131.12,77.55,86.75,-3.7
E0071,2026-06,Sales,SAL-B,Sales Manager 2,51,41,147.8,160,87.77,8585.29,80.39,92.38,2.84
E0071,2026-07,Sales,SAL-B,Sales Manager 2,49,35,126.5,160,90.84,7886.7,71.43,79.06,-8.96
E0071,2026-08,Sales,SAL-B,Sales Manager 2,51,39,133.1,160,93.63,9059.86,76.47,83.19,5.04
E0072,2026-03,Operations,OPS-B,Operations Manager 2,135,79,97.9,160,94.31,1361.38,58.52,61.19,
E0072,2026-04,Operations,OPS-B,Operations Manager 2,125,88,103.3,160,88.73,1593.64,70.4,64.56,11.88
E0072,2026-05,Operations,OPS-B,Operations Manager 2,132,92,119.8,160,87.77,1582.81,69.7,74.88,-0.7
E0072,2026-06,Operations,OPS-B,Operations Manager 2,148,101,125.4,160,94.48,1873.94,68.24,78.38,-1.46
E0072,2026-07,Operations,OPS-B,Operations Manager 2,161,108,138.1,160,89.52,1884.98,67.08,86.31,-1.16
E0072,2026-08,Operations,OPS-B,Operations Manager 2,150,91,120.1,160,99.24,1658.67,60.67,75.06,-6.41
E0073,2026-01,Customer Support,SUP-C,Customer Manager 1,170,140,140.5,160,92.41,1629.34,82.35,87.81,
E0073,2026-02,Customer Support,SUP-C,Customer Manager 1,166,158,152.1,160,95.34,1844.3,95.18,95.06,12.83
E0073,2026-03,Customer Support,SUP-C,Customer Manager 1,168,163,150.0,160,92.88,1910.27,97.02,93.75,1.84
E0073,2026-04,Customer Support,SUP-C,Customer Manager 1,152,134,129.3,160,90.39,1552.29,88.16,80.81,-8.86
E0073,2026-05,Customer Support,SUP-C,Customer Manager 1,171,147,138.6,160,93.19,1717.76,85.96,86.62,-2.2
E0073,2026-06,Customer Support,SUP-C,Customer Manager 1,158,161,147.2,160,87.98,1916.39,101.9,92.0,15.94
E0073,2026-07,Customer Support,SUP-C,Customer Manager 1,157,142,143.0,160,85.7,1680.93,90.45,89.38,-11.45
E0073,2026-08,Customer Support,SUP-C,Customer Manager 1,171,139,140.7,160,84.12,1666.12,81.29,87.94,-9.16
E0074,2026-01,Sales,SAL-A,Sales Manager 1,46,38,138.8,160,90.41,8279.39,82.61,86.75,
E0074,2026-02,Sales,SAL-A,Sales Manager 1,42,42,158.7,160,87.93,8987.2,100.0,99.19,17.39
E0074,2026-03,Sales,SAL-A,Sales Manager 1,45,42,144.3,160,83.87,9476.91,93.33,90.19,-6.67
E0074,2026-04,Sales,SAL-A,Sales Manager 1,47,39,144.6,160,84.51,8235.75,82.98,90.38,-10.35
E0074,2026-05,Sales,SAL-A,Sales Manager 1,50,35,120.5,160,84.92,7736.79,70.0,75.31,-12.98
E0074,2026-06,Sales,SAL-A,Sales Manager 1,48,36,124.4,160,81.44,7813.55,75.0,77.75,5.0
E0074,2026-07,Sales,SAL-A,Sales Manager 1,50,41,150.7,160,96.62,9212.17,82.0,94.19,7.0
E0075,2026-01,Sales,SAL-A,Sales Manager 3,45,41,146.8,160,86.52,9423.87,91.11,91.75,
E0075,2026-02,Sales,SAL-A,Sales Manager 3,44,42,149.9,160,91.83,8817.32,95.45,93.69,4.34
E0075,2026-03,Sales,SAL-A,Sales Manager 3,43,41,141.1,160,94.91,8858.57,95.35,88.19,-0.1
E0075,2026-04,Sales,SAL-A,Sales Manager 3,47,40,144.7,160,88.77,9200.07,85.11,90.44,-10.24
E0075,2026-05,Sales,SAL-A,Sales Manager 3,46,42,140.4,160,84.74,9219.99,91.3,87.75,6.19
E0075,2026-06,Sales,SAL-A,Sales Manager 3,49,42,146.5,160,89.79,9732.9,85.71,91.56,-5.59
E0075,2026-07,Sales,SAL-A,Sales Manager 3,51,36,133.6,160,92.5,8437.5,70.59,83.5,-15.12
E0076,2026-01,Sales,SAL-B,Sales Manager 2,40,37,129.4,160,85.81,7927.39,92.5,80.88,
E0076,2026-02,Sales,SAL-B,Sales Manager 2,45,40,139.7,160,89.36,8497.79,88.89,87.31,-3.61
E0076,2026-03,Sales,SAL-B,Sales Manager 2,46,37,139.3,160,93.33,8707.65,80.43,87.06,-8.46
E0076,2026-04,Sales,SAL-B,Sales Manager 2,44,39,132.6,160,88.95,9163.04,88.64,82.88,8.21
E0076,2026-05,Sales,SAL-B,Sales Manager 2,43,39,145.1,160,93.08,8547.4,90.7,90.69,2.06
E0076,2026-06,Sales,SAL-B,Sales Manager 2,44,35,122.1,160,89.58,8021.19,79.55,76.31,-11.15
E0076,2026-07,Sales,SAL-B,Sales Manager 2,52,35,119.4,160,90.86,7920.1,67.31,74.63,-12.24
E0076,2026-08,Sales,SAL-B,Sales Manager 2,48,34,124.3,160,88.4,7942.89,70.83,77.69,3.52
E0077,2026-01,Marketing,MKT-A,Marketing Manager 3,88,76,132.5,160,89.24,3981.77,86.36,82.81,
E0077,2026-02,Marketing,MKT-A,Marketing Manager 3,88,73,128.7,160,96.56,4026.59,82.95,80.44,-3.41
E0077,2026-03,Marketing,MKT-A,Marketing Manager 3,78,75,145.4,160,92.95,4406.11,96.15,90.88,13.2
E0077,2026-04,Marketing,MKT-A,Marketing Manager 3,92,79,144.2,160,91.2,4615.05,85.87,90.12,-10.28
E0077,2026-05,Marketing,MKT-A,Marketing Manager 3,95,88,160.8,160,92.86,4659.99,92.63,100.5,6.76
E0078,2026-01,Technology,TEC-B,Technology Manager 3,70,67,143.0,160,90.76,6399.06,95.71,89.38,
E0078,2026-02,Technology,TEC-B,Technology Manager 3,73,66,139.1,160,92.98,6482.11,90.41,86.94,-5.3
E0078,2026-03,Technology,TEC-B,Technology Manager 3,77,73,165.2,160,91.06,6840.04,94.81,103.25,4.4
E0078,2026-04,Technology,TEC-B,Technology Manager 3,77,67,137.6,160,89.67,6797.78,87.01,86.0,-7.8
E0078,2026-05,Technology,TEC-B,Technology Manager 3,91,75,159.9,160,93.07,7499.2,82.42,99.94,-4.59
E0078,2026-06,Technology,TEC-B,Technology Manager 3,88,74,157.1,160,88.63,6832.48,84.09,98.19,1.67
E0078,2026-07,Technology,TEC-B,Technology Manager 3,104,79,160.3,160,92.1,7829.7,75.96,100.19,-8.13
E0078,2026-08,Technology,TEC-B,Technology Manager 3,107,72,148.5,160,86.27,7111.44,67.29,92.81,-8.67
E0079,2026-01,Technology,TEC-A,Technology Manager 1,77,71,142.7,160,89.76,6816.42,92.21,89.19,
E0079,2026-02,Technology,TEC-A,Technology Manager 1,72,74,156.5,160,89.34,6971.3,102.78,97.81,10.57
E0079,2026-03,Technology,TEC-A,Technology Manager 1,72,69,146.8,160,92.8,6464.24,95.83,91.75,-6.95
E0079,2026-04,Technology,TEC-A,Technology Manager 1,77,72,152.1,160,87.37,7040.94,93.51,95.06,-2.32
E0079,2026-05,Technology,TEC-A,Technology Manager 1,80,64,131.2,160,84.29,6143.08,80.0,82.0,-13.51
E0079,2026-06,Technology,TEC-A,Technology Manager 1,95,76,155.7,160,94.35,7686.88,80.0,97.31,0.0
E0079,2026-07,Technology,TEC-A,Technology Manager 1,89,66,139.7,160,92.31,6285.62,74.16,87.31,-5.84
E0079,2026-08,Technology,TEC-A,Technology Manager 1,107,66,136.2,160,89.89,6664.37,61.68,85.12,-12.48
E0080,2026-01,Operations,OPS-B,Operations Manager 1,120,108,141.1,160,90.77,1913.55,90.0,88.19,
E0080,2026-02,Operations,OPS-B,Operations Manager 1,115,113,140.9,160,96.53,2144.19,98.26,88.06,8.26
E0080,2026-03,Operations,OPS-B,Operations Manager 1,139,112,139.5,160,90.73,2029.66,80.58,87.19,-17.68
E0080,2026-04,Operations,OPS-B,Operations Manager 1,126,113,141.0,160,96.77,2172.35,89.68,88.12,9.1
E0080,2026-05,Operations,OPS-B,Operations Manager 1,127,107,126.5,160,90.55,2046.6,84.25,79.06,-5.43
E0080,2026-06,Operations,OPS-B,Operations Manager 1,137,97,125.1,160,91.32,1836.15,70.8,78.19,-13.45
E0080,2026-07,Operations,OPS-B,Operations Manager 1,159,103,125.0,160,86.95,1861.65,64.78,78.12,-6.02
E0080,2026-08,Operations,OPS-B,Operations Manager 1,151,94,115.3,160,90.48,1750.11,62.25,72.06,-2.53
